TracePro Surface Property Data
File Name	/io/export.brdf.txt
TracePro Release: 7 0 0
Database Version: 3 3 0
Data generated at 01.01.2020 00:00:00

Name	export
Catalog	brdf_utils
Description
Coating    1
Scatter    5
Interaction    0
Polarization   0
User_Data  1
Solve	BRDF

Temperature	Wavelength	IncAngle	AziAngle	Abso_S	Abso_P	Refl_S	Refl_P	Tran_S	Tran_P	PhaseRefl	PhaseTran	BRDF_A	BRDF_B	BRDF_By	BRDF_g	BRDF_gy	BTDF_A	BTDF_B	BTDF_By	BTDF_g	BTDF_gy
300	0.55	45	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Table_BSDF_Data
Temperature	Wavelength	IncAngle	AziAngle	ScatterBeta	ScatterAzimuth	BRDF	BTDF
300	0.55	45	0	0.199201	150	0.081983	0	
300	0.55	45	0	0.199201	160	0.081983	0	
300	0.55	45	0	0.199201	170	0.081983	0	
300	0.55	45	0	0.199201	180	0.081983	0	
300	0.55	45	0	0.199201	190	0.081983	0	
300	0.55	45	0	0.199201	200	0.081983	0	
300	0.55	45	0	0.199201	210	0.081983	0	
300	0.55	45	0	0.199201	220	0.081983	0	
300	0.55	45	0	0.199201	230	0.081983	0	
300	0.55	45	0	0.199201	240	0.081983	0	
300	0.55	45	0	0.199201	250	0.081983	0	
300	0.55	45	0	0.199201	260	0.081983	0	
300	0.55	45	0	0.199201	270	0.081983	0	
300	0.55	45	0	0.199201	280	0.081983	0	
300	0.55	45	0	0.199201	290	0.081983	0	
300	0.55	45	0	0.199201	300	0.081983	0	
300	0.55	45	0	0.199201	310	0.081983	0	
300	0.55	45	0	0.199201	320	0.081983	0	
300	0.55	45	0	0.199201	330	0.081983	0	
300	0.55	45	0	0.199201	340	0.081983	0	
300	0.55	45	0	0.199201	350	0.081983	0	
300	0.55	45	0	0.2325858	0	0.083622	0	
300	0.55	45	0	0.2325858	10	0.083622	0	
300	0.55	45	0	0.2325858	20	0.083622	0	
300	0.55	45	0	0.2325858	30	0.083622	0	
300	0.55	45	0	0.2325858	40	0.083622	0	
300	0.55	45	0	0.2325858	50	0.083622	0	
300	0.55	45	0	0.2325858	60	0.083622	0	
300	0.55	45	0	0.2325858	70	0.083622	0	
300	0.55	45	0	0.2325858	80	0.083622	0	
300	0.55	45	0	0.2325858	90	0.083622	0	
300	0.55	45	0	0.2325858	100	0.083622	0	
300	0.55	45	0	0.2325858	110	0.083622	0	
300	0.55	45	0	0.2325858	120	0.083622	0	
300	0.55	45	0	0.2325858	130	0.083622	0	
300	0.55	45	0	0.2325858	140	0.083622	0	
300	0.55	45	0	0.2325858	150	0.083622	0	
300	0.55	45	0	0.2325858	160	0.083622	0	
300	0.55	45	0	0.2325858	170	0.083622	0	
300	0.55	45	0	0.2325858	180	0.083622	0	
300	0.55	45	0	0.2325858	190	0.083622	0	
300	0.55	45	0	0.2325858	200	0.083622	0	
300	0.55	45	0	0.2325858	210	0.083622	0	
300	0.55	45	0	0.2325858	220	0.083622	0	
300	0.55	45	0	0.2325858	230	0.083622	0	
300	0.55	45	0	0.2325858	240	0.083622	0	
300	0.55	45	0	0.2325858	250	0.083622	0	
300	0.55	45	0	0.2325858	260	0.083622	0	
300	0.55	45	0	0.2325858	270	0.083622	0	
300	0.55	45	0	0.2325858	280	0.083622	0	
300	0.55	45	0	0.2325858	290	0.083622	0	
300	0.55	45	0	0.2325858	300	0.083622	0	
300	0.55	45	0	0.2325858	310	0.083622	0	
300	0.55	45	0	0.2325858	320	0.083622	0	
300	0.55	45	0	0.2325858	330	0.083622	0	
300	0.55	45	0	0.2325858	340	0.083622	0	
300	0.55	45	0	0.2325858	350	0.083622	0	
300	0.55	45	0	0.258819	0	0.08569	0	
300	0.55	45	0	0.258819	10	0.08569	0	
300	0.55	45	0	0.258819	20	0.08569	0	
300	0.55	45	0	0.258819	30	0.08569	0	
300	0.55	45	0	0.258819	40	0.08569	0	
300	0.55	45	0	0.258819	50	0.08569	0	
300	0.55	45	0	0.258819	60	0.08569	0	
300	0.55	45	0	0.258819	70	0.08569	0	
300	0.55	45	0	0.258819	80	0.08569	0	
300	0.55	45	0	0.258819	90	0.08569	0	
300	0.55	45	0	0.258819	100	0.08569	0	
300	0.55	45	0	0.258819	110	0.08569	0	
300	0.55	45	0	0.258819	120	0.08569	0	
300	0.55	45	0	0.258819	130	0.08569	0	
300	0.55	45	0	0.258819	140	0.08569	0	
300	0.55	45	0	0.258819	150	0.08569	0	
300	0.55	45	0	0.258819	160	0.08569	0	
300	0.55	45	0	0.258819	170	0.08569	0	
300	0.55	45	0	0.258819	180	0.08569	0	
300	0.55	45	0	0.258819	190	0.08569	0	
300	0.55	45	0	0.258819	200	0.08569	0	
300	0.55	45	0	0.258819	210	0.08569	0	
300	0.55	45	0	0.258819	220	0.08569	0	
300	0.55	45	0	0.258819	230	0.08569	0	
300	0.55	45	0	0.258819	240	0.08569	0	
300	0.55	45	0	0.258819	250	0.08569	0	
300	0.55	45	0	0.258819	260	0.08569	0	
300	0.55	45	0	0.258819	270	0.08569	0	
300	0.55	45	0	0.258819	280	0.08569	0	
300	0.55	45	0	0.258819	290	0.08569	0	
300	0.55	45	0	0.258819	300	0.08569	0	
300	0.55	45	0	0.258819	310	0.08569	0	
300	0.55	45	0	0.258819	320	0.08569	0	
300	0.55	45	0	0.258819	330	0.08569	0	
300	0.55	45	0	0.258819	340	0.08569	0	
300	0.55	45	0	0.258819	350	0.08569	0	
300	0.55	45	0	0.277701	0	0.089085	0	
300	0.55	45	0	0.277701	10	0.089085	0	
300	0.55	45	0	0.277701	20	0.089085	0	
300	0.55	45	0	0.277701	30	0.089085	0	
300	0.55	45	0	0.277701	40	0.089085	0	
300	0.55	45	0	0.277701	50	0.089085	0	
300	0.55	45	0	0.277701	60	0.089085	0	
300	0.55	45	0	0.277701	70	0.089085	0	
300	0.55	45	0	0.277701	80	0.089085	0	
300	0.55	45	0	0.277701	90	0.089085	0	
300	0.55	45	0	0.277701	100	0.089085	0	
300	0.55	45	0	0.277701	110	0.089085	0	
300	0.55	45	0	0.277701	120	0.089085	0	
300	0.55	45	0	0.277701	130	0.089085	0	
300	0.55	45	0	0.277701	140	0.089085	0	
300	0.55	45	0	0.277701	150	0.089085	0	
300	0.55	45	0	0.277701	160	0.089085	0	
300	0.55	45	0	0.277701	170	0.089085	0	
300	0.55	45	0	0.277701	180	0.089085	0	
300	0.55	45	0	0.277701	190	0.089085	0	
300	0.55	45	0	0.277701	200	0.089085	0	
300	0.55	45	0	0.277701	210	0.089085	0	
300	0.55	45	0	0.277701	220	0.089085	0	
300	0.55	45	0	0.277701	230	0.089085	0	
300	0.55	45	0	0.277701	240	0.089085	0	
300	0.55	45	0	0.277701	250	0.089085	0	
300	0.55	45	0	0.277701	260	0.089085	0	
300	0.55	45	0	0.277701	270	0.089085	0	
300	0.55	45	0	0.277701	280	0.089085	0	
300	0.55	45	0	0.277701	290	0.089085	0	
300	0.55	45	0	0.277701	300	0.089085	0	
300	0.55	45	0	0.277701	310	0.089085	0	
300	0.55	45	0	0.277701	320	0.089085	0	
300	0.55	45	0	0.277701	330	0.089085	0	
300	0.55	45	0	0.277701	340	0.089085	0	
300	0.55	45	0	0.277701	350	0.089085	0	
